chr,start,end,state,median,integer_median,integer_copy_number,cell_id
15,59000001,67500000,4,1.53596406,3.07416627,3.0,SA501X4XB00794-A90703ABC-R10-C31
15,67500001,103000000,3,1.05427109,2.11007844,2.0,SA501X4XB00794-A90703ABC-R10-C31
16,1,6000000,3,0.80040122,1.60196875,2.0,SA501X4XB00794-A90703ABC-R10-C31
16,6000001,15500000,7,2.92633816,5.85694049,6.0,SA501X4XB00794-A90703ABC-R10-C31
16,15500001,90500000,3,1.02110335,2.04369461,2.0,SA501X4XB00794-A90703ABC-R10-C31
17,1,40500000,2,0.52154252,1.04384502,1.0,SA501X4XB00794-A90703ABC-R10-C31
17,40500001,47500000,3,0.9573559,1.91610682,2.0,SA501X4XB00794-A90703ABC-R10-C31
17,47500001,81500000,4,1.47060341,2.94334974,3.0,SA501X4XB00794-A90703ABC-R10-C31
18,1,8000000,2,0.43886584,0.87837119,1.0,SA501X4XB00794-A90703ABC-R10-C31
18,8000001,26500000,3,1.00335698,2.00817603,2.0,SA501X4XB00794-A90703ABC-R10-C31
18,26500001,32500000,2,0.48081379,0.96232822,1.0,SA501X4XB00794-A90703ABC-R10-C31
18,32500001,56000000,3,1.07554135,2.15264996,2.0,SA501X4XB00794-A90703ABC-R10-C31
18,56000001,78500000,6,2.43330712,4.87015999,5.0,SA501X4XB00794-A90703ABC-R10-C31
19,1,59500000,3,0.92178733,1.84491786,2.0,SA501X4XB00794-A90703ABC-R10-C31
20,1,30000000,2,0.5356105,1.07200149,1.0,SA501X4XB00794-A90703ABC-R10-C31
20,30000001,43000000,3,1.09722432,2.19604748,2.0,SA501X4XB00794-A90703ABC-R10-C31
20,43000001,50500000,2,0.5754351,1.1517087,1.0,SA501X4XB00794-A90703ABC-R10-C31
20,50500001,63500000,3,0.99216724,1.98578025,2.0,SA501X4XB00794-A90703ABC-R10-C31
21,1,39000000,3,0.95876351,1.9189241,2.0,SA501X4XB00794-A90703ABC-R10-C31
21,39000001,48500000,2,0.49467507,0.99007097,1.0,SA501X4XB00794-A90703ABC-R10-C31
22,1,51500000,4,1.53666582,3.07557083,3.0,SA501X4XB00794-A90703ABC-R10-C31
X,1,155500000,2,0.49976046,1.00024915,1.0,SA501X4XB00794-A90703ABC-R10-C31
Y,1,59500000,1,0.0,0.0,0.0,SA501X4XB00794-A90703ABC-R10-C31
1,1,15000000,2,0.4640551,0.9082702,1.0,SA501X4XB00794-A90703ABC-R10-C50
1,15000001,155000000,3,0.9885431,1.9348226,2.0,SA501X4XB00794-A90703ABC-R10-C50
1,155000001,249500000,4,1.5532727,3.0401378,3.0,SA501X4XB00794-A90703ABC-R10-C50
2,1,26000000,2,0.522536,1.0227318,1.0,SA501X4XB00794-A90703ABC-R10-C50
2,26000001,53000000,3,0.9954681,1.9483765,2.0,SA501X4XB00794-A90703ABC-R10-C50
2,53000001,63500000,6,2.2353524,4.375136,4.0,SA501X4XB00794-A90703ABC-R10-C50
2,63500001,159000000,3,0.9730717,1.9045414,2.0,SA501X4XB00794-A90703ABC-R10-C50
2,159000001,177000000,2,0.4946669,0.9681851,1.0,SA501X4XB00794-A90703ABC-R10-C50
2,177000001,243500000,3,1.0540934,2.0631208,2.0,SA501X4XB00794-A90703ABC-R10-C50
3,1,34500000,3,1.0332668,2.022358,2.0,SA501X4XB00794-A90703ABC-R10-C50
3,34500001,87000000,2,0.5249419,1.0274407,1.0,SA501X4XB00794-A90703ABC-R10-C50
3,87000001,114000000,4,1.5239246,2.9826963,3.0,SA501X4XB00794-A90703ABC-R10-C50
3,114000001,140000000,5,2.0843176,4.0795236,4.0,SA501X4XB00794-A90703ABC-R10-C50
3,140000001,151500000,4,1.3597977,2.6614596,3.0,SA501X4XB00794-A90703ABC-R10-C50
3,151500001,180500000,6,2.3716819,4.6419665,5.0,SA501X4XB00794-A90703ABC-R10-C50
3,180500001,198500000,3,0.9487422,1.8569225,2.0,SA501X4XB00794-A90703ABC-R10-C50
4,1,70500000,2,0.5201193,1.0180018,1.0,SA501X4XB00794-A90703ABC-R10-C50
4,70500001,135500000,3,0.996598,1.9505881,2.0,SA501X4XB00794-A90703ABC-R10-C50
4,135500001,152000000,4,1.539319,3.012827,3.0,SA501X4XB00794-A90703ABC-R10-C50
4,152000001,191500000,2,0.4870521,0.9532811,1.0,SA501X4XB00794-A90703ABC-R10-C50
5,1,54500000,3,1.0310444,2.0180083,2.0,SA501X4XB00794-A90703ABC-R10-C50
5,54500001,127000000,2,0.4881402,0.9554107,1.0,SA501X4XB00794-A90703ABC-R10-C50
5,127000001,150500000,3,1.1858227,2.3209475,2.0,SA501X4XB00794-A90703ABC-R10-C50
5,150500001,181000000,2,0.5051439,0.9886913,1.0,SA501X4XB00794-A90703ABC-R10-C50
6,1,14500000,5,2.2173357,4.3398728,4.0,SA501X4XB00794-A90703ABC-R10-C50
6,14500001,30500000,4,1.4288102,2.796534,3.0,SA501X4XB00794-A90703ABC-R10-C50
6,30500001,77500000,3,1.0790681,2.1120024,2.0,SA501X4XB00794-A90703ABC-R10-C50
6,77500001,91500000,4,1.3887577,2.7181414,3.0,SA501X4XB00794-A90703ABC-R10-C50
6,91500001,158000000,5,2.1589139,4.2255269,4.0,SA501X4XB00794-A90703ABC-R10-C50
6,158000001,171500000,2,0.5610122,1.0980393,1.0,SA501X4XB00794-A90703ABC-R10-C50
7,1,135000000,3,0.9702934,1.8991034,2.0,SA501X4XB00794-A90703ABC-R10-C50
7,135000001,159500000,2,0.4534406,0.8874951,1.0,SA501X4XB00794-A90703ABC-R10-C50
8,1,68000000,2,0.4658701,0.9118226,1.0,SA501X4XB00794-A90703ABC-R10-C50
8,68000001,77500000,7,3.9315484,7.69501,8.0,SA501X4XB00794-A90703ABC-R10-C50
8,77500001,92500000,3,0.9298832,1.8200107,2.0,SA501X4XB00794-A90703ABC-R10-C50
8,92500001,99500000,2,0.4458836,0.8727042,1.0,SA501X4XB00794-A90703ABC-R10-C50
8,99500001,132500000,4,1.5509717,3.0356342,3.0,SA501X4XB00794-A90703ABC-R10-C50
8,132500001,146500000,3,1.0798155,2.1134653,2.0,SA501X4XB00794-A90703ABC-R10-C50
9,1,131000000,3,1.0525703,2.0601397,2.0,SA501X4XB00794-A90703ABC-R10-C50
9,131000001,141500000,4,1.4792945,2.8953442,3.0,SA501X4XB00794-A90703ABC-R10-C50
10,1,10000000,2,0.5558241,1.0878849,1.0,SA501X4XB00794-A90703ABC-R10-C50
10,10000001,118000000,3,1.0457127,2.0467176,2.0,SA501X4XB00794-A90703ABC-R10-C50
10,118000001,136000000,2,0.6069886,1.1880264,1.0,SA501X4XB00794-A90703ABC-R10-C50
11,1,33500000,3,1.11441,2.1811753,2.0,SA501X4XB00794-A90703ABC-R10-C50
11,33500001,45500000,4,1.6309809,3.1922318,3.0,SA501X4XB00794-A90703ABC-R10-C50
11,45500001,100500000,3,0.9668212,1.8923076,2.0,SA501X4XB00794-A90703ABC-R10-C50
11,100500001,135500000,2,0.5286141,1.0346281,1.0,SA501X4XB00794-A90703ABC-R10-C50
12,1,46500000,3,1.0175348,1.9915666,2.0,SA501X4XB00794-A90703ABC-R10-C50
12,46500001,69000000,2,0.554979,1.0862307,1.0,SA501X4XB00794-A90703ABC-R10-C50
12,69000001,134000000,3,1.0021801,1.9615137,2.0,SA501X4XB00794-A90703ABC-R10-C50
13,1,38000000,3,1.0524268,2.0598588,2.0,SA501X4XB00794-A90703ABC-R10-C50
13,38000001,82500000,2,0.4763871,0.932407,1.0,SA501X4XB00794-A90703ABC-R10-C50
13,82500001,115500000,3,0.9496878,1.8587733,2.0,SA501X4XB00794-A90703ABC-R10-C50
14,1,93500000,2,0.5046099,0.9876461,1.0,SA501X4XB00794-A90703ABC-R10-C50
14,93500001,107500000,4,1.6220289,3.1747105,3.0,SA501X4XB00794-A90703ABC-R10-C50
15,1,57500000,3,1.0685647,2.0914447,2.0,SA501X4XB00794-A90703ABC-R10-C50
15,57500001,68000000,4,1.6722731,3.2730509,3.0,SA501X4XB00794-A90703ABC-R10-C50
15,68000001,103000000,3,1.0339991,2.0237913,2.0,SA501X4XB00794-A90703ABC-R10-C50
16,1,5500000,2,0.6502047,1.2726109,1.0,SA501X4XB00794-A90703ABC-R10-C50
16,5500001,15500000,7,2.8204823,5.5203794,6.0,SA501X4XB00794-A90703ABC-R10-C50
16,15500001,90500000,3,1.0261524,2.0084334,2.0,SA501X4XB00794-A90703ABC-R10-C50
17,1,40500000,2,0.4949853,0.9688083,1.0,SA501X4XB00794-A90703ABC-R10-C50
17,40500001,81500000,4,1.4013034,2.7426964,3.0,SA501X4XB00794-A90703ABC-R10-C50
18,1,7500000,2,0.5189993,1.0158097,1.0,SA501X4XB00794-A90703ABC-R10-C50
18,7500001,56000000,3,0.9811501,1.9203526,2.0,SA501X4XB00794-A90703ABC-R10-C50
18,56000001,78500000,6,2.3856492,4.6693039,5.0,SA501X4XB00794-A90703ABC-R10-C50
19,1,12000000,2,0.5071834,0.9926831,1.0,SA501X4XB00794-A90703ABC-R10-C50
19,12000001,59500000,3,0.9919346,1.9414606,2.0,SA501X4XB00794-A90703ABC-R10-C50
20,1,23500000,2,0.5216464,1.0209907,1.0,SA501X4XB00794-A90703ABC-R10-C50
20,23500001,43000000,3,0.9717445,1.9019437,2.0,SA501X4XB00794-A90703ABC-R10-C50
20,43000001,50500000,2,0.5150421,1.0080644,1.0,SA501X4XB00794-A90703ABC-R10-C50
20,50500001,63500000,3,1.049535,2.0541988,2.0,SA501X4XB00794-A90703ABC-R10-C50
21,1,39500000,3,0.9622832,1.8834256,2.0,SA501X4XB00794-A90703ABC-R10-C50
21,39500001,48500000,2,0.4454558,0.8718669,1.0,SA501X4XB00794-A90703ABC-R10-C50
22,1,51500000,3,1.0496464,2.0544169,2.0,SA501X4XB00794-A90703ABC-R10-C50
X,1,155500000,2,0.4952145,0.969257,1.0,SA501X4XB00794-A90703ABC-R10-C50
Y,1,59500000,1,0.0,0.0,0.0,SA501X4XB00794-A90703ABC-R10-C50
1,1,156500000,3,1.0031831,2.0157586,2.0,SA501X4XB00794-A90703ABC-R10-C54
1,156500001,249500000,4,1.6152503,3.2456236,3.0,SA501X4XB00794-A90703ABC-R10-C54
2,1,26000000,2,0.4676041,0.9395862,1.0,SA501X4XB00794-A90703ABC-R10-C54
2,26000001,50500000,3,1.0099447,2.0293452,2.0,SA501X4XB00794-A90703ABC-R10-C54
2,50500001,64000000,4,2.0754464,4.1703244,4.0,SA501X4XB00794-A90703ABC-R10-C54
2,64000001,243500000,3,1.02966,2.0689602,2.0,SA501X4XB00794-A90703ABC-R10-C54
3,1,34000000,3,1.0862681,2.1827064,2.0,SA501X4XB00794-A90703ABC-R10-C54
3,34000001,85500000,2,0.4808555,0.9662131,1.0,SA501X4XB00794-A90703ABC-R10-C54
3,85500001,114000000,3,0.986353,1.9819409,2.0,SA501X4XB00794-A90703ABC-R10-C54
3,114000001,180500000,4,1.7397046,3.4956974,3.0,SA501X4XB00794-A90703ABC-R10-C54
3,180500001,198500000,2,0.4062723,0.8163484,1.0,SA501X4XB00794-A90703ABC-R10-C54
4,1,70500000,2,0.4537102,0.9116684,1.0,SA501X4XB00794-A90703ABC-R10-C54
4,70500001,152000000,3,1.0833598,2.1768626,2.0,SA501X4XB00794-A90703ABC-R10-C54
4,152000001,191500000,2,0.5299521,1.0648659,1.0,SA501X4XB00794-A90703ABC-R10-C54
5,1,54500000,3,0.97635,1.9618411,2.0,SA501X4XB00794-A90703ABC-R10-C54
5,54500001,127000000,2,0.4986789,1.0020267,1.0,SA501X4XB00794-A90703ABC-R10-C54
5,127000001,150500000,3,1.109463,2.2293135,2.0,SA501X4XB00794-A90703ABC-R10-C54
5,150500001,181000000,2,0.5041959,1.0131124,1.0,SA501X4XB00794-A90703ABC-R10-C54
6,1,32000000,4,1.8354259,3.6880363,4.0,SA501X4XB00794-A90703ABC-R10-C54
6,32000001,93000000,3,1.1234301,2.2573785,2.0,SA501X4XB00794-A90703ABC-R10-C54
6,93000001,158000000,6,2.6274898,5.2795797,5.0,SA501X4XB00794-A90703ABC-R10-C54
6,158000001,171500000,2,0.5264808,1.0578908,1.0,SA501X4XB00794-A90703ABC-R10-C54
7,1,135500000,3,0.9238317,1.8563129,2.0,SA501X4XB00794-A90703ABC-R10-C54
7,135500001,159500000,2,0.5633606,1.1319957,1.0,SA501X4XB00794-A90703ABC-R10-C54
8,1,68000000,2,0.4879946,0.9805581,1.0,SA501X4XB00794-A90703ABC-R10-C54
8,68000001,78000000,7,4.9591296,9.9646897,10.0,SA501X4XB00794-A90703ABC-R10-C54
8,78000001,106000000,3,0.9341921,1.8771307,2.0,SA501X4XB00794-A90703ABC-R10-C54
8,106000001,146500000,4,1.6210915,3.2573607,3.0,SA501X4XB00794-A90703ABC-R10-C54
9,1,141500000,3,1.0254253,2.0604512,2.0,SA501X4XB00794-A90703ABC-R10-C54
10,1,136000000,3,0.9487357,1.906354,2.0,SA501X4XB00794-A90703ABC-R10-C54
11,1,100000000,3,0.9851517,1.979527,2.0,SA501X4XB00794-A90703ABC-R10-C54
11,100000001,135500000,2,0.4742909,0.9530225,1.0,SA501X4XB00794-A90703ABC-R10-C54
12,1,134000000,3,0.9398728,1.8885452,2.0,SA501X4XB00794-A90703ABC-R10-C54
13,1,39000000,3,1.0393939,2.0885192,2.0,SA501X4XB00794-A90703ABC-R10-C54
13,39000001,83500000,2,0.4202072,0.8443486,1.0,SA501X4XB00794-A90703ABC-R10-C54
13,83500001,115500000,3,1.0318447,2.0733502,2.0,SA501X4XB00794-A90703ABC-R10-C54
14,1,93500000,2,0.4967221,0.9980947,1.0,SA501X4XB00794-A90703ABC-R10-C54
14,93500001,107500000,4,1.7650471,3.5466196,4.0,SA501X4XB00794-A90703ABC-R10-C54
15,1,103000000,3,1.0164812,2.0424794,2.0,SA501X4XB00794-A90703ABC-R10-C54
16,1,90500000,3,0.9953405,2.0,2.0,SA501X4XB00794-A90703ABC-R10-C54
17,1,41000000,2,0.4514572,0.9071411,1.0,SA501X4XB00794-A90703ABC-R10-C54
17,41000001,81500000,3,1.462011,2.9377103,3.0,SA501X4XB00794-A90703ABC-R10-C54
18,1,56000000,3,0.8667069,1.7415284,2.0,SA501X4XB00794-A90703ABC-R10-C54
18,56000001,78500000,6,2.3774732,4.7772058,5.0,SA501X4XB00794-A90703ABC-R10-C54
19,1,59500000,3,0.9852415,1.9797074,2.0,SA501X4XB00794-A90703ABC-R10-C54
20,1,30000000,2,0.5046165,1.0139576,1.0,SA501X4XB00794-A90703ABC-R10-C54
20,30000001,63500000,3,0.9689209,1.9469135,2.0,SA501X4XB00794-A90703ABC-R10-C54
21,1,48500000,3,0.8681409,1.7444099,2.0,SA501X4XB00794-A90703ABC-R10-C54
22,1,51500000,3,0.9581783,1.9253277,2.0,SA501X4XB00794-A90703ABC-R10-C54
X,1,155500000,2,0.468982,0.942355,1.0,SA501X4XB00794-A90703ABC-R10-C54
Y,1,59500000,2,0.0,0.0,0.0,SA501X4XB00794-A90703ABC-R10-C54
1,1,12000000,2,0.5447117,1.0476782,1.0,SA501X4XB00794-A90703ABC-R10-C56
1,12000001,156000000,3,1.0751535,2.0679102,2.0,SA501X4XB00794-A90703ABC-R10-C56
1,156000001,249500000,4,1.5239448,2.9310988,3.0,SA501X4XB00794-A90703ABC-R10-C56
2,1,26500000,2,0.5732841,1.1026333,1.0,SA501X4XB00794-A90703ABC-R10-C56
2,26500001,50000000,3,1.0939573,2.1040766,2.0,SA501X4XB00794-A90703ABC-R10-C56
2,50000001,64000000,5,1.9334642,3.718753,4.0,SA501X4XB00794-A90703ABC-R10-C56
2,64000001,160000000,3,0.9886077,1.9014512,2.0,SA501X4XB00794-A90703ABC-R10-C56
2,160000001,177000000,2,0.4589215,0.8826725,1.0,SA501X4XB00794-A90703ABC-R10-C56
2,177000001,243500000,3,1.0683908,2.054903,2.0,SA501X4XB00794-A90703ABC-R10-C56
3,1,34500000,3,1.0462781,2.0123724,2.0,SA501X4XB00794-A90703ABC-R10-C56
3,34500001,87000000,2,0.4695905,0.9031928,1.0,SA501X4XB00794-A90703ABC-R10-C56
3,87000001,114000000,3,0.981091,1.8869939,2.0,SA501X4XB00794-A90703ABC-R10-C56
3,114000001,153000000,4,1.5709373,3.0214824,3.0,SA501X4XB00794-A90703ABC-R10-C56
3,153000001,180500000,5,2.1013445,4.0416478,4.0,SA501X4XB00794-A90703ABC-R10-C56
3,180500001,198500000,2,0.4881332,0.9388571,1.0,SA501X4XB00794-A90703ABC-R10-C56
4,1,70500000,2,0.5163995,0.9932236,1.0,SA501X4XB00794-A90703ABC-R10-C56
4,70500001,135000000,3,1.0447013,2.0093396,2.0,SA501X4XB00794-A90703ABC-R10-C56
4,135000001,151500000,4,1.5279459,2.9387943,3.0,SA501X4XB00794-A90703ABC-R10-C56
4,151500001,191500000,2,0.4573249,0.8796017,1.0,SA501X4XB00794-A90703ABC-R10-C56
5,1,54500000,3,1.0172117,1.9564671,2.0,SA501X4XB00794-A90703ABC-R10-C56
5,54500001,127000000,2,0.3834758,0.7375631,1.0,SA501X4XB00794-A90703ABC-R10-C56
5,127000001,150500000,3,1.1584635,2.2281455,2.0,SA501X4XB00794-A90703ABC-R10-C56
5,150500001,181000000,2,0.5146479,0.9898546,1.0,SA501X4XB00794-A90703ABC-R10-C56
6,1,32500000,5,1.805642,3.4729046,3.0,SA501X4XB00794-A90703ABC-R10-C56
6,32500001,77000000,3,1.0882108,2.0930241,2.0,SA501X4XB00794-A90703ABC-R10-C56
6,77000001,93500000,4,1.3959313,2.6848823,3.0,SA501X4XB00794-A90703ABC-R10-C56
6,93500001,114500000,6,2.5468757,4.8985659,5.0,SA501X4XB00794-A90703ABC-R10-C56
6,114500001,158000000,5,2.0865206,4.0131361,4.0,SA501X4XB00794-A90703ABC-R10-C56
6,158000001,171500000,2,0.5153311,0.9911686,1.0,SA501X4XB00794-A90703ABC-R10-C56
7,1,134500000,3,0.9922328,1.9084236,2.0,SA501X4XB00794-A90703ABC-R10-C56
7,134500001,159500000,2,0.4489472,0.8634883,1.0,SA501X4XB00794-A90703ABC-R10-C56
8,1,67500000,2,0.4798649,0.9229543,1.0,SA501X4XB00794-A90703ABC-R10-C56
8,67500001,77500000,7,3.8086361,7.3253887,7.0,SA501X4XB00794-A90703ABC-R10-C56
8,77500001,92000000,3,1.0037728,1.9306193,2.0,SA501X4XB00794-A90703ABC-R10-C56
8,92000001,99500000,2,0.5283673,1.016242,1.0,SA501X4XB00794-A90703ABC-R10-C56
8,99500001,146500000,4,1.6767604,3.2250185,3.0,SA501X4XB00794-A90703ABC-R10-C56
9,1,141500000,3,1.0482995,2.0162603,2.0,SA501X4XB00794-A90703ABC-R10-C56
10,1,118000000,3,1.0393381,1.9990243,2.0,SA501X4XB00794-A90703ABC-R10-C56
10,118000001,136000000,2,0.585787,1.1266809,1.0,SA501X4XB00794-A90703ABC-R10-C56
11,1,33500000,3,0.9823358,1.8893882,2.0,SA501X4XB00794-A90703ABC-R10-C56
11,33500001,44000000,4,1.6708008,3.213556,3.0,SA501X4XB00794-A90703ABC-R10-C56
11,44000001,99500000,3,1.0121061,1.9466472,2.0,SA501X4XB00794-A90703ABC-R10-C56
11,99500001,135500000,2,0.5446095,1.0474816,1.0,SA501X4XB00794-A90703ABC-R10-C56
12,1,47000000,3,1.0306068,1.9822307,2.0,SA501X4XB00794-A90703ABC-R10-C56
12,47000001,68500000,2,0.5231469,1.0062012,1.0,SA501X4XB00794-A90703ABC-R10-C56
12,68500001,134000000,3,1.04779,2.0152802,2.0,SA501X4XB00794-A90703ABC-R10-C56
13,1,39500000,3,1.1053876,2.1260614,2.0,SA501X4XB00794-A90703ABC-R10-C56
13,39500001,82500000,2,0.4850567,0.9329401,1.0,SA501X4XB00794-A90703ABC-R10-C56
13,82500001,115500000,3,0.8820407,1.6964843,2.0,SA501X4XB00794-A90703ABC-R10-C56
14,1,93500000,2,0.5250671,1.0098945,1.0,SA501X4XB00794-A90703ABC-R10-C56
14,93500001,107500000,4,1.6692717,3.210615,3.0,SA501X4XB00794-A90703ABC-R10-C56
15,1,59000000,3,1.0736439,2.0650068,2.0,SA501X4XB00794-A90703ABC-R10-C56
15,59000001,67500000,4,1.75601,3.3774442,3.0,SA501X4XB00794-A90703ABC-R10-C56
15,67500001,103000000,3,1.0559701,2.0310136,2.0,SA501X4XB00794-A90703ABC-R10-C56
16,1,5500000,2,0.717271,1.3795724,1.0,SA501X4XB00794-A90703ABC-R10-C56
16,5500001,15500000,7,2.9375758,5.6500239,6.0,SA501X4XB00794-A90703ABC-R10-C56
16,15500001,90500000,3,1.0060542,1.9350071,2.0,SA501X4XB00794-A90703ABC-R10-C56
17,1,41000000,2,0.542309,1.0430569,1.0,SA501X4XB00794-A90703ABC-R10-C56
17,41000001,81500000,4,1.4139518,2.7195422,3.0,SA501X4XB00794-A90703ABC-R10-C56
18,1,7500000,2,0.5747372,1.1054281,1.0,SA501X4XB00794-A90703ABC-R10-C56
18,7500001,46500000,3,0.9605499,1.847486,2.0,SA501X4XB00794-A90703ABC-R10-C56
18,46500001,56000000,4,1.3654831,2.6263194,3.0,SA501X4XB00794-A90703ABC-R10-C56
18,56000001,78500000,6,2.4937208,4.7963297,5.0,SA501X4XB00794-A90703ABC-R10-C56
19,1,59500000,3,0.9407421,1.8093883,2.0,SA501X4XB00794-A90703ABC-R10-C56
20,1,30000000,2,0.5014484,0.9644671,1.0,SA501X4XB00794-A90703ABC-R10-C56
20,30000001,42500000,3,1.0614281,2.0415113,2.0,SA501X4XB00794-A90703ABC-R10-C56
20,42500001,50500000,2,0.5458402,1.0498488,1.0,SA501X4XB00794-A90703ABC-R10-C56
20,50500001,63500000,3,1.1055961,2.1264623,2.0,SA501X4XB00794-A90703ABC-R10-C56
21,1,36500000,3,0.927719,1.7843403,2.0,SA501X4XB00794-A90703ABC-R10-C56
21,36500001,48500000,2,0.5735288,1.103104,1.0,SA501X4XB00794-A90703ABC-R10-C56
22,1,51500000,3,1.0398454,2.0,2.0,SA501X4XB00794-A90703ABC-R10-C56
X,1,155500000,2,0.4865759,0.9358619,1.0,SA501X4XB00794-A90703ABC-R10-C56
Y,1,59500000,1,0.0,0.0,0.0,SA501X4XB00794-A90703ABC-R10-C56
1,1,12500000,2,0.4613652,0.9052767,1.0,SA501X4XB00794-A90703ABC-R11-C03
1,12500001,156000000,3,1.0654157,2.0905261,2.0,SA501X4XB00794-A90703ABC-R11-C03
1,156000001,249500000,4,1.5914936,3.1227802,3.0,SA501X4XB00794-A90703ABC-R11-C03
2,1,26000000,2,0.5940622,1.1656507,1.0,SA501X4XB00794-A90703ABC-R11-C03
2,26000001,50000000,3,1.0680297,2.0956552,2.0,SA501X4XB00794-A90703ABC-R11-C03
2,50000001,64000000,5,2.090374,4.1016681,4.0,SA501X4XB00794-A90703ABC-R11-C03
2,64000001,160000000,3,1.0182478,1.9979747,2.0,SA501X4XB00794-A90703ABC-R11-C03
2,160000001,177500000,2,0.5184941,1.0173733,1.0,SA501X4XB00794-A90703ABC-R11-C03
2,177500001,243500000,3,1.121484,2.2005416,2.0,SA501X4XB00794-A90703ABC-R11-C03
3,1,34000000,3,1.0831466,2.1253171,2.0,SA501X4XB00794-A90703ABC-R11-C03
3,34000001,87000000,2,0.5367218,1.053139,1.0,SA501X4XB00794-A90703ABC-R11-C03
3,87000001,113500000,3,1.0246655,2.0105673,2.0,SA501X4XB00794-A90703ABC-R11-C03
3,113500001,151000000,4,1.5720458,3.0846203,3.0,SA501X4XB00794-A90703ABC-R11-C03
3,151000001,180500000,5,2.0900781,4.1010874,4.0,SA501X4XB00794-A90703ABC-R11-C03
3,180500001,198500000,2,0.5179321,1.0162705,1.0,SA501X4XB00794-A90703ABC-R11-C03
4,1,70500000,2,0.4867331,0.9550528,1.0,SA501X4XB00794-A90703ABC-R11-C03
4,70500001,135500000,3,1.0164277,1.9944033,2.0,SA501X4XB00794-A90703ABC-R11-C03
4,135500001,151500000,4,1.5130432,2.9688472,3.0,SA501X4XB00794-A90703ABC-R11-C03
4,151500001,191500000,2,0.4908287,0.9630891,1.0,SA501X4XB00794-A90703ABC-R11-C03
5,1,54500000,3,1.0516376,2.0634912,2.0,SA501X4XB00794-A90703ABC-R11-C03
5,54500001,127000000,2,0.5040329,0.9889979,1.0,SA501X4XB00794-A90703ABC-R11-C03
5,127000001,151000000,3,0.9963197,1.954948,2.0,SA501X4XB00794-A90703ABC-R11-C03
5,151000001,181000000,2,0.5080218,0.9968249,1.0,SA501X4XB00794-A90703ABC-R11-C03
6,1,15500000,5,2.1176871,4.155261,4.0,SA501X4XB00794-A90703ABC-R11-C03
6,15500001,31000000,4,1.4348122,2.8153447,3.0,SA501X4XB00794-A90703ABC-R11-C03
6,31000001,77000000,3,1.0191421,1.9997295,2.0,SA501X4XB00794-A90703ABC-R11-C03
6,77000001,93000000,4,1.4965146,2.9364152,3.0,SA501X4XB00794-A90703ABC-R11-C03
6,93000001,158000000,6,2.3278499,4.5676361,5.0,SA501X4XB00794-A90703ABC-R11-C03
6,158000001,171500000,2,0.5351412,1.0500378,1.0,SA501X4XB00794-A90703ABC-R11-C03
7,1,135500000,3,1.0177468,1.9969917,2.0,SA501X4XB00794-A90703ABC-R11-C03
7,135500001,159500000,2,0.4417279,0.866745,1.0,SA501X4XB00794-A90703ABC-R11-C03
8,1,68000000,2,0.5145103,1.0095563,1.0,SA501X4XB00794-A90703ABC-R11-C03
8,68000001,78000000,7,3.7509763,7.3600512,7.0,SA501X4XB00794-A90703ABC-R11-C03
8,78000001,92000000,3,0.9582565,1.8802616,2.0,SA501X4XB00794-A90703ABC-R11-C03
8,92000001,99500000,2,0.4454331,0.8740152,1.0,SA501X4XB00794-A90703ABC-R11-C03
8,99500001,146500000,4,1.5744845,3.0894053,3.0,SA501X4XB00794-A90703ABC-R11-C03
9,1,141500000,3,1.053933,2.0679951,2.0,SA501X4XB00794-A90703ABC-R11-C03
10,1,118000000,3,1.0167266,1.9949898,2.0,SA501X4XB00794-A90703ABC-R11-C03
10,118000001,136000000,2,0.5482082,1.0756773,1.0,SA501X4XB00794-A90703ABC-R11-C03
11,1,100000000,3,1.0875745,2.1340054,2.0,SA501X4XB00794-A90703ABC-R11-C03
11,100000001,135500000,2,0.4818917,0.9455532,1.0,SA501X4XB00794-A90703ABC-R11-C03
12,1,47000000,3,1.0071779,1.9762537,2.0,SA501X4XB00794-A90703ABC-R11-C03
12,47000001,70500000,2,0.4721884,0.9265136,1.0,SA501X4XB00794-A90703ABC-R11-C03
12,70500001,134000000,3,1.0194178,2.0002705,2.0,SA501X4XB00794-A90703ABC-R11-C03
13,1,39000000,3,1.0783381,2.1158821,2.0,SA501X4XB00794-A90703ABC-R11-C03
13,39000001,82500000,2,0.499288,0.9796877,1.0,SA501X4XB00794-A90703ABC-R11-C03
13,82500001,115500000,3,1.0484689,2.0572737,2.0,SA501X4XB00794-A90703ABC-R11-C03
14,1,93500000,2,0.4964328,0.9740853,1.0,SA501X4XB00794-A90703ABC-R11-C03
14,93500001,107500000,4,1.7019658,3.3395452,3.0,SA501X4XB00794-A90703ABC-R11-C03
15,1,103000000,3,1.088784,2.1363786,2.0,SA501X4XB00794-A90703ABC-R11-C03
16,1,6000000,3,0.7688605,1.5086346,2.0,SA501X4XB00794-A90703ABC-R11-C03
16,6000001,15500000,7,2.6473436,5.1945368,5.0,SA501X4XB00794-A90703ABC-R11-C03
16,15500001,90500000,3,0.9589434,1.8816095,2.0,SA501X4XB00794-A90703ABC-R11-C03
17,1,40500000,2,0.5204406,1.0211927,1.0,SA501X4XB00794-A90703ABC-R11-C03
17,40500001,81500000,4,1.48312,2.9101328,3.0,SA501X4XB00794-A90703ABC-R11-C03
